うざい,43,43,6956,形容詞,自立,*,*,形容詞・イ段,基本形,うざい,ウザイ,ウザイ
しか勝たん,1314,1314,1943,名詞,副詞可能,*,*,*,*,しか勝たん,シカカタン,シカカタン
えもい,19,19,4700,形容詞,自立,*,*,形容詞・アウオ段,基本形,えもい,エモイ,エモイ
エモい,19,19,4700,形容詞,自立,*,*,形容詞・アウオ段,基本形,エモい,エモイ,エモイ
ウザい,43,43,6956,形容詞,自立,*,*,形容詞・イ段,基本形,ウザい,ウザイ,ウザイ
